,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id_number,fiscal_year,department_name,vendor_name,transaction_date,dollar_amount,government_activity,fund_group_name,fund_type,fund_name,fund,account_name,account_code,transaction_id,expenditure_type,fiscal_month_number,fiscal_year_month,fiscal_year_quarter,calendar_month_number,calendar_month_year,calendar_month,data_source,authority_name,department_number,program,vendor_id,zip,payment_method,payment_status,inv_num,invoice_due_date,inv_date,inv_line,inv_dist_line,po_num,description,detailed_item_description,po_date,po_line_number,procurement_organization,buyer_name,supplier_city,supplier_country,bu_name,site_location,currency,vendor_num,sales_tax_percent,sales_tax,item_code,item_code_name,discount,authority,btrc,value_of_spend,receiver_id,settlement_judgment,authority_link,invoice_discount_due_date,unit_price,quantity
10,10.0,10.0,503.0,7013113,2021,HARBOR,APSI CONSTRUCTION MANAGEMENT,2020-11-23T00:00:00.000,10546.43,"TRANSPORTATION, COMMERCE AND ENTERPRISE",PROPRIETARY,ENTERPRISE,HARBOR REVENUE,702,CAPITALIZED CONSTRUCTION MANAGMNT SVC,13797,667993,54225 CONSTR MGMT SRVS,5,2021-05 (NOV),2021-02,11,"NOVEMBER,2020",NOVEMBER,HARBOR-ERP,APSI CONSTRUCTION MANAGEMENT,42,"PUBLIC AREA, POC PROMENADE",1695,92618,CHECK,PAID,MSEA2008,2020-12-18T00:00:00.000,2020-09-10T00:00:00.000,3,3,AG3335-MSEA2008,APSI CONSTRUCTION MANAGEMENT AG#3335 INV#MSEA2008 BILLING PERIOD: 8/1/20-8/31/20 MASTER SCHEDULING ESTIMATING AND CLAIMS MANAGEMENT SERVICES DR. #1 TASK #1,APSI CONSTRUCTION MANAGEMENT AG#3335 INV#MSEA2008 BILLING PERIOD: 8/1/20-8/31/20 MASTER SCHEDULING ESTIMATING AND CLAIMS MANAGEMENT SERVICES DR. #1 TASK #1,2020-11-16T00:00:00.000,3.0,HARBOR,2730.0,IRVINE,US,HARBOR,CON,USD,1695 - APSI CONSTRUCTION MANAGEMENT,,,,,,,,,,,,,,
11,11.0,11.0,504.0,7013112,2021,HARBOR,APSI CONSTRUCTION MANAGEMENT,2020-11-23T00:00:00.000,8437.14,"TRANSPORTATION, COMMERCE AND ENTERPRISE",PROPRIETARY,ENTERPRISE,HARBOR REVENUE,702,CAPITALIZED CONSTRUCTION MANAGMNT SVC,13797,667993,54225 CONSTR MGMT SRVS,5,2021-05 (NOV),2021-02,11,"NOVEMBER,2020",NOVEMBER,HARBOR-ERP,APSI CONSTRUCTION MANAGEMENT,42,SP WATERFRONT - HBR TO SP SLIP ROADWAY IMPROVEMENTS,1695,92618,CHECK,PAID,MSEA2008,2020-12-18T00:00:00.000,2020-09-10T00:00:00.000,2,2,AG3335-MSEA2008,APSI CONSTRUCTION MANAGEMENT AG#3335 INV#MSEA2008 BILLING PERIOD: 8/1/20-8/31/20 MASTER SCHEDULING ESTIMATING AND CLAIMS MANAGEMENT SERVICES DR. #1 TASK #1,APSI CONSTRUCTION MANAGEMENT AG#3335 INV#MSEA2008 BILLING PERIOD: 8/1/20-8/31/20 MASTER SCHEDULING ESTIMATING AND CLAIMS MANAGEMENT SERVICES DR. #1 TASK #1,2020-11-16T00:00:00.000,2.0,HARBOR,2730.0,IRVINE,US,HARBOR,CON,USD,1695 - APSI CONSTRUCTION MANAGEMENT,,,,,,,,,,,,,,
12,12.0,12.0,505.0,7013111,2021,HARBOR,APSI CONSTRUCTION MANAGEMENT,2020-11-23T00:00:00.000,10546.43,"TRANSPORTATION, COMMERCE AND ENTERPRISE",PROPRIETARY,ENTERPRISE,HARBOR REVENUE,702,CAPITALIZED CONSTRUCTION MANAGMNT SVC,13797,667993,54225 CONSTR MGMT SRVS,5,2021-05 (NOV),2021-02,11,"NOVEMBER,2020",NOVEMBER,HARBOR-ERP,APSI CONSTRUCTION MANAGEMENT,42,"DESIGN, CONTRACT ADM & INSP MISC.",1695,92618,CHECK,PAID,MSEA2008,2020-12-18T00:00:00.000,2020-09-10T00:00:00.000,1,1,AG3335-MSEA2008,APSI CONSTRUCTION MANAGEMENT AG#3335 INV#MSEA2008 BILLING PERIOD: 8/1/20-8/31/20 MASTER SCHEDULING ESTIMATING AND CLAIMS MANAGEMENT SERVICES DR. #1 TASK #1,APSI CONSTRUCTION MANAGEMENT AG#3335 INV#MSEA2008 BILLING PERIOD: 8/1/20-8/31/20 MASTER SCHEDULING ESTIMATING AND CLAIMS MANAGEMENT SERVICES DR. #1 TASK #1,2020-11-16T00:00:00.000,1.0,HARBOR,2730.0,IRVINE,US,HARBOR,CON,USD,1695 - APSI CONSTRUCTION MANAGEMENT,,,,,,,,,,,,,,
13,13.0,13.0,513.0,7013103,2021,HARBOR,ZONES LLC,2020-11-18T00:00:00.000,20.0,"TRANSPORTATION, COMMERCE AND ENTERPRISE",PROPRIETARY,ENTERPRISE,HARBOR REVENUE,702,OFFICE EQUIPMENT,55160,667907,OFFICE EQUIPMENT,5,2021-05 (NOV),2021-02,11,"NOVEMBER,2020",NOVEMBER,HARBOR-ERP,ZONES LLC,42,,8424,98124,CHECK,PAID,K16192970101,2020-12-10T00:00:00.000,2020-11-07T00:00:00.000,2,2,SPO D-21-148,ZONES INC 39811 HARDWARE 4- E-WASTE FEE QUOTE K1619297 - GRAPHICS,ZONES INC 39811 HARDWARE 4- E-WASTE FEE QUOTE K1619297 - GRAPHICS,2020-10-28T00:00:00.000,2.0,HARBOR,3708.0,SEATTLE,US,HARBOR,IT,USD,8424 - ZONES LLC,,,,,,,,,,,,,,
14,14.0,14.0,514.0,7013102,2021,HARBOR,ZONES LLC,2020-11-18T00:00:00.000,1733.44,"TRANSPORTATION, COMMERCE AND ENTERPRISE",PROPRIETARY,ENTERPRISE,HARBOR REVENUE,702,OFFICE EQUIPMENT,55160,667907,OFFICE EQUIPMENT,5,2021-05 (NOV),2021-02,11,"NOVEMBER,2020",NOVEMBER,HARBOR-ERP,ZONES LLC,42,,8424,98124,CHECK,PAID,K16192970101,2020-12-10T00:00:00.000,2020-11-07T00:00:00.000,1,1,SPO D-21-148,ZONES INC 39811 HARDWARE 4- DELL U2721DE 27IN USB MONITORS QUOTE K1619297 - GRAPHICS,ZONES INC 39811 HARDWARE 4- DELL U2721DE 27IN USB MONITORS QUOTE K1619297 - GRAPHICS,2020-10-28T00:00:00.000,1.0,HARBOR,3708.0,SEATTLE,US,HARBOR,IT,USD,8424 - ZONES LLC,9.5,163.86,,,,,,,,,,,,
15,15.0,15.0,515.0,7013101,2021,HARBOR,ZONES LLC,2020-11-18T00:00:00.000,-8.6,"TRANSPORTATION, COMMERCE AND ENTERPRISE",PROPRIETARY,ENTERPRISE,HARBOR REVENUE,702,OFFICE EQUIPMENT,55160,667907,OFFICE EQUIPMENT,5,2021-05 (NOV),2021-02,11,"NOVEMBER,2020",NOVEMBER,HARBOR-ERP,ZONES LLC,42,,8424,98124,CHECK,PAID,K16192970101,2020-12-10T00:00:00.000,2020-11-07T00:00:00.000,1,1,SPO D-21-148,ZONES INC 39811 HARDWARE 4- DELL U2721DE 27IN USB MONITORS QUOTE K1619297 - GRAPHICS,ZONES INC 39811 HARDWARE 4- DELL U2721DE 27IN USB MONITORS QUOTE K1619297 - GRAPHICS,2020-10-28T00:00:00.000,1.0,HARBOR,3708.0,SEATTLE,US,HARBOR,IT,USD,8424 - ZONES LLC,9.5,163.86,,,,,,,,,,,,
16,16.0,16.0,516.0,7013100,2021,HARBOR,ZONES LLC,2020-11-18T00:00:00.000,204.73,"TRANSPORTATION, COMMERCE AND ENTERPRISE",PROPRIETARY,ENTERPRISE,HARBOR REVENUE,702,OFFICE EQUIPMENT,55160,667907,OFFICE EQUIPMENT,5,2021-05 (NOV),2021-02,11,"NOVEMBER,2020",NOVEMBER,HARBOR-ERP,ZONES LLC,42,,8424,98124,CHECK,PAID,K16150720101,2020-12-06T00:00:00.000,2020-10-28T00:00:00.000,1,1,SPO D-21-122,ZONES INC 39811 HARDWARE 1- HP M404DN PRINTER QUOTE K1615072 - CONSTRUCTION,ZONES INC 39811 HARDWARE 1- HP M404DN PRINTER QUOTE K1615072 - CONSTRUCTION,2020-10-16T00:00:00.000,1.0,HARBOR,3708.0,SEATTLE,US,HARBOR,IT,USD,8424 - ZONES LLC,9.5,19.45,,,,,,,,,,,,
17,17.0,17.0,517.0,7013099,2021,HARBOR,ZONES LLC,2020-11-18T00:00:00.000,-0.02,"TRANSPORTATION, COMMERCE AND ENTERPRISE",PROPRIETARY,ENTERPRISE,HARBOR REVENUE,702,OFFICE EQUIPMENT,55160,667907,OFFICE EQUIPMENT,5,2021-05 (NOV),2021-02,11,"NOVEMBER,2020",NOVEMBER,HARBOR-ERP,ZONES LLC,42,,8424,98124,CHECK,PAID,K16150720101,2020-12-06T00:00:00.000,2020-10-28T00:00:00.000,1,1,SPO D-21-122,ZONES INC 39811 HARDWARE 1- HP M404DN PRINTER QUOTE K1615072 - CONSTRUCTION,ZONES INC 39811 HARDWARE 1- HP M404DN PRINTER QUOTE K1615072 - CONSTRUCTION,2020-10-16T00:00:00.000,1.0,HARBOR,3708.0,SEATTLE,US,HARBOR,IT,USD,8424 - ZONES LLC,9.5,19.45,,,,,,,,,,,,
18,18.0,18.0,518.0,7013098,2021,HARBOR,ZONES LLC,2020-11-25T00:00:00.000,-25.14,"TRANSPORTATION, COMMERCE AND ENTERPRISE",PROPRIETARY,ENTERPRISE,HARBOR REVENUE,702,COMPUTER MAINT. SVC. - HARDWARE,54120,668030,COMPUTER MAINT. SVC. - HARDWARE,5,2021-05 (NOV),2021-02,11,"NOVEMBER,2020",NOVEMBER,HARBOR-ERP,ZONES LLC,42,,8424,98124,CHECK,PAID,K16143100101,2020-12-06T00:00:00.000,2020-11-04T00:00:00.000,1,1,SPO D-21-123,ZONES INC 39811 HARDWARE SUPPOT 1-NETSCOUT OPTIVIEW SUPPORT QUOTE K1614310 - ITD,ZONES INC 39811 HARDWARE SUPPOT 1-NETSCOUT OPTIVIEW SUPPORT QUOTE K1614310 - ITD,2020-10-16T00:00:00.000,1.0,HARBOR,3708.0,SEATTLE,US,HARBOR,IT,USD,8424 - ZONES LLC,,,,,,,,,,,,,,
19,19.0,19.0,519.0,7013097,2021,HARBOR,ZONES LLC,2020-11-25T00:00:00.000,4882.27,"TRANSPORTATION, COMMERCE AND ENTERPRISE",PROPRIETARY,ENTERPRISE,HARBOR REVENUE,702,COMPUTER MAINT. SVC. - HARDWARE,54120,668030,COMPUTER MAINT. SVC. - HARDWARE,5,2021-05 (NOV),2021-02,11,"NOVEMBER,2020",NOVEMBER,HARBOR-ERP,ZONES LLC,42,,8424,98124,CHECK,PAID,K16143100101,2020-12-06T00:00:00.000,2020-11-04T00:00:00.000,1,1,SPO D-21-123,ZONES INC 39811 HARDWARE SUPPOT 1-NETSCOUT OPTIVIEW SUPPORT QUOTE K1614310 - ITD,ZONES INC 39811 HARDWARE SUPPOT 1-NETSCOUT OPTIVIEW SUPPORT QUOTE K1614310 - ITD,2020-10-16T00:00:00.000,1.0,HARBOR,3708.0,SEATTLE,US,HARBOR,IT,USD,8424 - ZONES LLC,,,,,,,,,,,,,,
20,20.0,20.0,520.0,7013096,2021,HARBOR,ZONES LLC,2020-11-18T00:00:00.000,331.37,"TRANSPORTATION, COMMERCE AND ENTERPRISE",PROPRIETARY,ENTERPRISE,HARBOR REVENUE,702,OFFICE EQUIPMENT,55160,667907,OFFICE EQUIPMENT,5,2021-05 (NOV),2021-02,11,"NOVEMBER,2020",NOVEMBER,HARBOR-ERP,ZONES LLC,42,,8424,98124,CHECK,PAID,K16138580101,2020-12-06T00:00:00.000,2020-11-04T00:00:00.000,1,1,SPO D-21-150,ZONES INC 39811 HARDWARE 1- HP THUNDERBOLT DOCK G2 DOCKING STATION QUOTE K1613858 - ITD,ZONES INC 39811 HARDWARE 1- HP THUNDERBOLT DOCK G2 DOCKING STATION QUOTE K1613858 - ITD,2020-11-02T00:00:00.000,1.0,HARBOR,3708.0,SEATTLE,US,HARBOR,IT,USD,8424 - ZONES LLC,9.5,31.48,,,,,,,,,,,,
21,21.0,21.0,521.0,7013095,2021,HARBOR,ZONES LLC,2020-11-18T00:00:00.000,-0.03,"TRANSPORTATION, COMMERCE AND ENTERPRISE",PROPRIETARY,ENTERPRISE,HARBOR REVENUE,702,OFFICE EQUIPMENT,55160,667907,OFFICE EQUIPMENT,5,2021-05 (NOV),2021-02,11,"NOVEMBER,2020",NOVEMBER,HARBOR-ERP,ZONES LLC,42,,8424,98124,CHECK,PAID,K16138580101,2020-12-06T00:00:00.000,2020-11-04T00:00:00.000,1,1,SPO D-21-150,ZONES INC 39811 HARDWARE 1- HP THUNDERBOLT DOCK G2 DOCKING STATION QUOTE K1613858 - ITD,ZONES INC 39811 HARDWARE 1- HP THUNDERBOLT DOCK G2 DOCKING STATION QUOTE K1613858 - ITD,2020-11-02T00:00:00.000,1.0,HARBOR,3708.0,SEATTLE,US,HARBOR,IT,USD,8424 - ZONES LLC,9.5,31.48,,,,,,,,,,,,
22,22.0,22.0,522.0,7013094,2021,HARBOR,ZONES LLC,2020-11-24T00:00:00.000,2545.28,"TRANSPORTATION, COMMERCE AND ENTERPRISE",PROPRIETARY,ENTERPRISE,HARBOR REVENUE,702,EQUIP OVER 5K CAPITALIZED,13150,668003,EQUIP OVER 5K CAPITALIZED,5,2021-05 (NOV),2021-02,11,"NOVEMBER,2020",NOVEMBER,HARBOR-ERP,ZONES LLC,42,,8424,98124,CHECK,PAID,K15892510102,2020-12-06T00:00:00.000,2020-10-28T00:00:00.000,21,21,SPO D-21-077,ZONES INC 39811 HARDWARE/SOFTWARE 1-SUPPORTEDGE ADVISOR QUOTE SWS12265610-V2-TN - ITD,ZONES INC 39811 HARDWARE/SOFTWARE 1-SUPPORTEDGE ADVISOR QUOTE SWS12265610-V2-TN - ITD,2020-08-20T00:00:00.000,21.0,HARBOR,3708.0,SEATTLE,US,HARBOR,IT,USD,8424 - ZONES LLC,,,,,,,,,,,,,,
